customer_id,age,account_age_days,calls_per_day,avg_call_duration,unique_numbers_called,international_calls,sms_per_day,data_usage_gb,recharge_amount,sim_changes,device_changes,complaints_count,roaming_usage,late_payments,fraud_label
104747,71,1448,36,11.88,58,15,120,22.9,28,0,2,2,0,0,0
100810,34,729,104,3.04,51,5,36,2.39,44,2,1,0,0,0,0
100834,26,102,968,1.78,659,51,1305,15.03,46,3,11,11,0,1,1
106120,41,1460,190,2.76,35,30,48,18.43,138,0,2,1,0,0,0
102576,25,832,58,7.88,94,41,291,2.19,115,2,0,3,0,0,0
101235,19,240,634,1.16,352,81,412,14.57,34,2,6,5,0,1,1
101225,62,868,200,4.73,35,45,112,2.17,117,2,0,2,1,0,0
105229,29,1435,143,2.72,54,40,260,23.93,90,0,1,1,0,0,0
107859,46,279,180,5.69,102,29,139,14.11,120,1,0,0,0,0,0
103001,59,131,458,3.78,306,392,1652,18.88,3,6,7,1,1,0,1
107139,65,216,177,2.33,273,210,411,15.49,36,6,9,6,1,1,1
106207,42,1480,165,5.72,50,2,110,24.19,55,1,0,3,0,0,0
104900,60,1431,154,3.32,94,63,223,5.95,123,2,0,0,0,0,0
102908,54,136,789,1.53,100,45,629,20.9,6,11,3,6,0,0,1
104847,52,594,167,5.36,82,45,106,28.42,132,1,0,0,0,0,0
101657,55,242,588,0.47,210,467,392,13.34,17,3,2,11,1,0,1
106824,41,544,51,8.97,73,68,80,24.9,42,0,2,0,0,1,0
100452,71,892,56,6.81,41,67,141,10.92,36,0,2,0,0,0,0
106100,48,1356,24,2.18,66,54,113,8.02,92,0,2,1,0,0,0
103316,52,21,938,1.36,337,443,975,18.98,44,5,8,5,1,0,1
100422,40,566,31,1.97,105,32,213,7.68,103,2,2,1,0,0,0
101220,33,375,159,4.64,17,21,296,21.75,97,2,2,3,0,0,0
106998,40,895,89,4.37,61,28,60,18.68,103,2,0,0,0,1,0
105186,37,924,204,9.72,104,11,298,8.01,145,2,0,1,0,0,0
107460,72,407,15,4.28,17,42,90,0.2,114,2,2,2,0,0,0
104377,71,1265,183,6.11,106,68,32,14.74,93,0,1,2,0,1,0
100102,45,1078,21,11.05,102,58,84,12.05,20,1,1,2,0,0,0
104914,64,1413,44,5.98,5,63,236,7.72,49,2,1,0,0,0,0
103151,74,483,88,1.59,104,6,45,4.52,102,1,2,1,0,0,0
101580,25,79,724,3.17,357,428,1564,20.39,50,11,5,11,1,1,1
106111,43,1313,208,5.05,57,61,44,22.15,80,2,0,1,1,1,0
102206,56,260,141,6.21,113,36,280,25.54,41,1,0,3,0,0,0
100170,51,28,162,0.49,677,206,678,15.4,46,7,2,1,0,0,1
107264,46,1276,37,5.7,27,3,99,0.4,132,1,1,2,0,0,0
100135,23,1243,215,5.47,103,34,286,10.14,63,1,0,0,0,0,0
107974,21,1165,98,4.02,60,63,166,7.18,62,1,0,1,0,1,0
104520,69,869,30,10.28,7,66,267,4.39,143,0,1,2,0,1,0
101310,43,483,162,5.27,56,9,185,18.09,120,1,0,1,0,1,0
107198,30,207,344,3.08,276,196,1655,14.05,5,3,7,4,0,1,1
102284,50,269,81,10.68,99,39,153,24.62,144,2,1,0,0,0,0
105737,30,563,124,1.78,48,9,193,14.53,145,1,1,0,0,1,0
107080,56,152,249,2.69,190,329,1080,14.15,4,8,7,6,1,1,1
104607,34,780,31,9.69,96,15,164,20.86,75,0,2,1,0,0,0
107033,37,102,985,3.64,628,531,1637,11.92,4,2,8,1,1,0,1
101935,54,1026,97,11.22,11,39,153,10.44,21,2,1,0,0,1,0
106204,46,1061,123,1.81,88,2,98,9.49,29,2,0,1,0,0,0
107327,26,1169,41,9.9,61,40,292,14.64,115,2,2,3,0,0,0
102728,61,705,176,10.32,90,69,39,29.42,98,0,1,3,1,0,0
100807,38,1341,120,2.98,109,29,283,15.32,69,2,2,0,0,0,0
102045,28,228,785,0.74,289,336,1249,24.49,2,9,8,1,1,0,1
104385,57,136,603,4.01,108,380,1230,13.2,26,8,2,7,0,1,1
100462,27,670,9,5.98,61,60,10,8.4,104,0,2,1,1,1,0
101956,30,1473,56,2.18,116,15,73,27.79,112,0,0,3,0,0,0
104877,18,20,864,3.49,319,179,1235,7.28,59,2,6,1,1,1,1
100799,41,116,68,5.23,41,65,168,6.89,37,0,1,0,0,1,0
105196,49,1498,28,9.88,92,11,20,23.96,70,1,2,0,0,0,0
101073,54,1456,206,1.91,10,43,295,17.97,75,1,0,1,0,1,0
100144,21,874,101,7.96,53,51,124,25.47,82,0,2,1,0,0,0
101340,42,964,21,2.23,10,11,10,4.49,52,0,2,0,0,0,0
104339,56,12,712,0.79,303,31,1121,24.16,53,4,8,5,1,1,1
103133,25,1054,49,7.17,29,26,22,9.38,90,1,1,0,0,1,0
102091,74,636,73,6.46,40,20,253,2.77,21,1,2,3,0,0,0
104975,64,701,129,11.9,93,18,65,25.29,55,2,1,0,0,0,0
105317,44,1099,193,10.71,40,2,187,2.69,115,2,2,3,0,0,0
102968,23,239,883,2.78,562,400,1194,10.25,23,4,4,2,1,1,1
104478,27,118,242,1.97,464,303,1220,12.66,22,9,1,11,0,1,1
104765,67,211,677,1.19,536,521,602,18.09,42,3,6,6,1,1,1
102820,48,24,613,0.39,576,283,563,1.95,33,4,3,5,1,0,1
101003,50,228,913,0.27,617,482,568,14.55,9,4,3,1,0,0,1
104781,53,948,116,1.78,12,2,167,14.89,70,2,0,1,0,0,0
107131,52,184,960,1.25,259,517,872,2.71,46,2,7,5,1,0,1
100555,46,1028,131,2.26,60,13,204,20.38,113,1,1,2,0,0,0
106743,52,128,50,6.68,40,24,253,2.23,51,2,1,3,0,0,0
101485,63,1053,169,10.08,14,17,215,3.62,116,2,1,3,0,0,0
105717,64,1368,19,11.2,87,7,74,18.22,118,1,1,0,0,0,0
101272,50,275,46,9.29,2,20,87,29.23,20,0,1,1,0,0,0
101411,19,227,520,1.42,421,245,734,6.33,43,3,5,2,1,1,1
107058,29,204,970,2.56,423,344,1198,11.17,1,10,8,8,1,1,1
107312,42,1283,156,2.02,55,19,251,4.83,135,2,0,0,0,0,0
101471,19,133,97,2.32,28,47,7,24.19,131,0,1,1,0,0,0
106260,63,73,257,2.91,384,43,195,4.3,50,4,2,1,0,1,1
106382,46,1078,110,1.63,46,42,246,21.87,60,1,2,3,0,0,0
106760,44,109,636,3.08,223,424,843,21.18,50,9,9,4,1,0,1
104623,63,485,203,10.85,36,11,19,1.75,136,0,2,3,0,0,0
107841,22,189,31,11.05,107,27,284,28.58,141,2,1,3,0,0,0
103704,63,980,145,2.85,106,22,295,20.48,29,2,0,2,0,0,0
100981,36,71,946,2.22,602,135,919,3.49,4,2,1,8,0,1,1
106794,20,468,173,11.22,36,36,285,13.04,146,1,0,1,0,0,0
102864,57,790,29,7.0,59,65,181,16.33,58,0,1,2,0,0,0
107062,70,108,212,2.91,84,46,31,3.27,30,2,2,0,0,0,0
101268,33,69,172,4.47,458,492,676,4.07,5,5,9,10,1,0,1
107794,65,538,204,2.54,84,51,294,3.38,146,0,0,0,0,0,0
100268,47,150,877,0.56,314,445,1087,22.07,58,11,3,4,0,0,1
100654,33,835,125,7.54,58,5,220,29.2,133,1,2,0,0,1,0
102614,29,1052,176,4.05,107,61,136,25.17,111,2,0,0,0,0,0
102845,62,253,80,9.4,34,47,194,19.47,103,0,2,2,0,0,0
102917,44,70,541,1.91,142,275,1147,6.41,42,10,4,4,0,1,1
105594,45,1262,8,4.2,38,13,108,7.6,37,0,0,1,0,0,0
103487,32,454,65,2.33,57,31,96,15.55,135,2,2,3,0,0,0
100589,34,95,547,1.53,308,239,1604,6.07,49,7,8,5,1,1,1
104546,39,1141,58,4.66,111,43,64,24.2,33,2,2,3,0,0,0
106414,61,1253,59,6.13,35,43,81,9.78,149,0,0,3,0,0,0
105606,26,206,711,3.79,336,175,1184,0.81,34,7,10,10,0,1,1
107697,71,377,12,2.76,43,64,175,8.36,61,1,0,1,0,1,0
103933,38,986,138,6.84,29,60,106,17.38,50,2,0,3,1,0,0
106894,31,133,157,1.39,453,502,1697,9.9,11,8,11,7,1,1,1
105669,53,188,916,0.59,403,168,581,8.5,2,7,3,3,0,0,1
101808,50,1267,24,3.26,90,60,198,24.75,35,0,2,2,1,0,0
107797,31,1253,204,2.05,36,13,243,17.64,119,1,1,1,0,0,0
105701,64,196,728,3.35,527,518,1155,22.68,6,4,3,5,1,0,1
103573,46,227,79,10.71,105,63,117,6.61,149,0,1,0,0,0,0
100677,26,182,150,5.74,81,60,266,11.34,132,0,1,1,0,1,0
103529,69,67,727,0.51,115,320,1090,11.82,41,2,1,9,1,0,1
105380,29,138,118,10.93,16,3,136,14.53,79,2,1,2,0,0,0
103353,33,165,779,4.04,312,54,1574,24.28,42,8,11,8,1,1,1
103002,19,746,65,4.71,31,67,96,4.99,20,2,0,2,0,0,0
104677,74,102,134,8.86,61,28,16,2.9,104,2,0,1,0,0,0
106943,31,112,560,4.46,340,431,1088,9.08,9,5,3,5,0,0,1
102432,55,1332,211,9.78,22,23,211,19.88,123,2,2,0,0,0,0
104161,18,1207,98,3.07,35,60,61,13.86,27,1,0,3,1,1,0
107396,27,95,549,0.29,575,547,1474,24.21,18,8,1,11,0,1,1
105507,65,938,20,9.67,59,6,224,22.11,62,0,0,2,0,0,0
104103,37,795,171,9.2,34,16,292,15.61,104,0,1,2,0,1,0
102932,26,973,154,9.58,28,3,179,20.66,89,0,2,1,0,0,0
105859,24,359,16,4.14,19,6,68,13.86,70,2,1,0,0,0,0
101611,24,379,7,11.43,59,30,45,14.94,92,1,1,2,0,1,0
104280,31,363,157,7.11,103,23,294,26.6,41,0,2,1,0,0,0
105735,63,495,99,3.84,24,63,96,2.97,87,0,2,2,0,0,0
107762,47,141,49,10.83,42,14,57,4.61,25,0,2,1,0,0,0
104348,69,197,702,2.48,130,482,821,11.29,5,8,6,11,0,1,1
105679,24,102,963,0.74,580,99,1082,8.38,15,10,4,3,1,0,1
103837,24,367,10,7.31,43,27,100,2.02,100,2,0,0,0,0,0
100605,42,154,580,0.8,496,386,532,20.66,57,2,8,1,1,1,1
103131,65,776,42,9.67,83,41,170,20.11,100,2,0,2,0,0,0
105697,49,100,210,2.77,68,3,220,29.56,26,0,2,2,0,1,0
101468,50,215,950,2.01,242,312,1021,18.42,25,11,1,3,1,0,1
105900,27,137,182,3.27,609,177,1086,22.99,28,2,9,10,1,1,1
103821,45,812,126,3.46,11,58,65,28.14,111,0,2,1,0,1,0
103749,44,836,39,3.74,19,51,222,23.3,98,0,0,1,0,0,0
105902,59,171,491,4.33,672,127,560,5.51,26,3,2,5,1,1,1
107470,35,518,121,7.0,14,18,265,14.19,119,1,1,3,1,0,0
103780,73,229,783,4.38,250,308,297,22.62,43,8,1,7,1,1,1
102155,64,1268,22,11.75,114,48,211,14.24,55,2,0,3,0,0,0
102809,29,61,761,3.07,567,464,211,1.6,45,10,7,4,0,0,1
107659,63,37,824,3.91,682,449,693,13.43,59,8,6,11,0,1,1
102077,56,121,840,0.24,425,502,825,2.08,3,3,8,8,1,1,1
107166,22,449,179,9.95,18,49,210,15.93,75,1,2,3,0,0,0
106867,56,748,107,8.59,81,28,273,12.16,94,2,0,1,1,0,0
106579,48,1029,16,8.72,65,36,124,21.92,53,0,2,3,0,0,0
104772,18,444,2,7.06,60,5,104,6.63,102,0,0,3,0,0,0
100584,29,491,94,6.21,102,62,25,23.56,44,2,0,1,1,0,0
105812,33,46,222,3.52,143,307,227,13.26,40,4,11,5,0,1,1
102699,23,587,148,7.39,81,0,245,16.47,71,1,0,0,0,0,0
106073,20,590,107,6.79,50,0,147,26.48,106,0,1,1,0,0,0
102799,30,1003,50,8.77,101,11,208,16.52,74,2,0,2,0,0,0
106201,69,64,847,2.33,582,338,1616,15.11,29,11,8,5,0,1,1
105113,31,20,420,2.79,318,60,1097,21.41,46,8,1,7,0,1,1
107142,62,167,686,0.67,539,188,1199,6.63,49,2,2,10,1,1,1
106106,67,657,184,8.74,41,38,108,26.26,113,0,1,2,0,1,0
102484,21,21,120,1.62,155,427,237,16.08,9,3,8,5,1,0,1
106236,45,246,356,4.19,163,52,1012,21.1,47,5,10,6,1,1,1
107702,19,1285,9,4.51,42,39,58,5.82,98,1,2,0,0,0,0
105641,19,422,28,3.38,14,2,63,15.07,83,1,0,1,0,1,0
100344,46,70,630,2.56,587,101,1420,12.11,44,8,11,7,1,1,1
103003,41,1340,83,11.77,12,8,6,29.85,141,0,0,0,0,1,0
104638,40,597,116,5.69,8,68,275,18.03,42,2,1,3,0,0,0
103279,64,1120,115,7.96,86,0,184,17.03,96,2,0,1,0,0,0
107506,38,1375,135,2.95,61,30,114,3.08,148,0,1,3,0,0,0
103945,37,908,183,10.55,64,48,72,22.73,27,2,2,2,0,0,0
106200,68,255,96,3.09,48,54,216,19.96,131,1,1,2,0,1,0
106897,45,199,209,1.78,696,234,549,18.42,29,6,10,9,1,1,1
105981,23,393,186,2.71,39,52,96,6.56,59,1,2,0,0,0,0
100090,54,171,499,2.0,519,348,1475,15.1,13,3,9,7,1,0,1
103781,20,445,144,11.91,88,14,127,8.94,137,1,0,1,0,0,0
105762,43,899,107,2.4,36,34,262,26.78,62,2,2,3,1,0,0
104963,67,336,98,11.72,113,35,205,5.81,85,0,2,0,0,0,0
103443,18,907,54,6.09,65,29,246,25.47,106,1,1,0,0,0,0
102117,70,1032,124,3.82,49,14,199,24.12,35,2,2,2,0,1,0
104237,57,962,178,11.66,73,30,167,7.37,42,1,2,1,0,0,0
106081,54,1478,17,5.73,60,46,262,27.46,137,0,2,1,0,1,0
104586,74,1477,157,10.33,109,5,2,14.5,33,0,1,1,0,0,0
107103,27,239,952,1.78,371,272,1479,20.95,50,5,5,3,0,1,1
100947,70,1,335,1.55,552,513,915,24.75,2,4,5,10,1,1,1
107345,65,80,397,2.77,221,263,738,9.85,7,3,2,11,1,1,1
104299,70,599,8,4.12,110,60,129,3.35,97,1,0,0,0,0,0
104241,31,1072,179,1.9,88,7,100,19.07,56,1,0,2,0,0,0
100883,39,220,405,2.82,337,519,647,23.73,1,3,2,11,1,1,1
106969,32,1431,13,10.49,48,19,13,6.51,125,0,2,1,0,0,0
104512,39,576,27,5.28,95,14,185,21.82,31,1,2,0,0,0,0
106671,54,210,62,2.72,7,44,167,13.29,126,0,0,3,0,0,0
105025,31,617,148,7.93,7,28,260,25.69,27,2,2,2,1,0,0
107129,21,1012,42,6.21,118,18,41,18.85,124,0,2,1,0,0,0
107336,63,18,641,0.72,548,201,1302,14.16,25,11,2,11,1,1,1
105910,25,243,522,4.37,257,270,782,19.82,39,6,6,10,1,0,1
105347,66,760,42,8.82,113,19,16,23.94,38,2,0,2,1,1,0
104778,40,919,35,6.87,51,13,48,1.31,91,0,2,3,0,0,0
105332,62,60,383,1.87,89,132,1059,13.27,17,6,5,1,0,0,1
106572,48,254,161,10.78,98,9,186,19.17,142,0,0,3,0,1,0
105614,58,1268,122,10.29,103,12,282,26.31,91,0,2,2,0,0,0
102415,62,939,119,2.07,47,62,129,24.72,144,1,1,1,0,0,0
105065,30,49,485,0.51,683,298,379,13.01,36,5,4,8,0,0,1
107418,36,98,793,4.46,644,211,340,18.48,36,3,7,4,1,0,1
103921,33,716,37,5.57,56,38,177,20.51,118,1,1,0,0,0,0
105377,28,85,319,3.13,267,331,289,7.65,10,5,8,10,1,1,1
106324,62,167,867,0.41,296,529,1098,7.31,1,3,8,2,1,1,1
103125,38,58,421,3.62,272,161,1641,3.1,49,6,7,9,0,1,1
102398,26,667,59,9.45,85,42,59,21.5,138,1,1,1,0,0,0
104619,37,79,697,3.73,604,393,572,15.17,45,6,9,2,1,1,1
101710,54,203,239,0.47,80,340,1381,19.45,43,4,8,11,1,1,1
105374,18,54,278,2.77,303,222,1221,1.07,2,10,5,5,1,1,1
104707,43,112,17,5.3,17,20,261,27.08,45,2,1,1,0,1,0
101186,29,265,6,6.05,36,67,77,22.65,90,1,0,3,0,1,0
104374,50,241,80,11.09,63,21,151,6.19,68,2,1,3,0,0,0
107683,50,589,210,4.49,3,48,265,16.33,73,1,1,0,0,0,0
105756,31,1452,110,2.8,2,38,286,6.26,146,1,0,2,1,0,0
106091,50,243,395,2.5,693,149,397,24.91,44,7,1,1,0,1,1
107823,59,307,21,6.52,83,16,149,15.29,44,2,1,1,0,0,0
100151,27,38,742,0.55,299,366,1396,19.61,40,10,9,2,1,0,1
100915,68,15,796,1.31,290,342,1510,14.86,31,11,11,7,1,1,1
101305,68,333,123,5.73,63,8,9,11.36,58,2,0,1,1,0,0
103849,42,446,67,4.23,91,60,137,0.56,35,2,1,1,0,0,0
107296,54,676,205,2.0,37,20,239,7.7,98,0,2,3,0,0,0
104714,19,204,142,3.0,580,509,998,16.02,36,8,10,9,1,1,1
105282,21,92,852,1.56,673,440,1560,12.74,22,2,6,5,1,1,1
101398,36,707,184,5.88,101,2,23,21.17,126,1,1,1,0,0,0
102519,42,650,59,3.39,40,6,89,10.8,135,1,1,0,0,0,0
100183,37,113,400,2.01,349,183,763,7.14,48,10,3,3,1,1,1
107543,28,1312,103,6.38,99,27,16,16.48,63,1,1,0,0,0,0
106277,54,126,169,4.16,599,374,1439,11.89,54,11,7,3,1,1,1
103023,53,102,723,3.75,392,198,948,19.47,53,5,8,10,0,1,1
102417,35,1117,194,9.83,82,53,96,4.31,20,0,2,0,0,0,0
100471,28,193,966,2.32,659,328,1656,4.3,11,3,2,7,1,0,1
100967,56,1433,118,1.89,115,30,87,16.64,44,2,1,2,0,0,0
105338,67,39,510,2.86,135,296,1566,5.41,35,5,3,8,1,1,1
105273,61,430,68,7.23,99,35,286,3.7,94,0,2,1,0,0,0
100209,59,64,245,2.97,283,223,845,13.31,30,4,3,2,1,1,1
101961,21,422,20,5.63,65,48,229,14.41,98,2,1,3,0,0,0
100896,57,213,992,3.23,459,110,854,3.12,6,11,2,11,1,1,1
106068,36,140,136,8.52,71,34,198,21.56,30,2,1,2,0,0,0
102578,41,858,111,7.24,52,35,198,16.4,95,1,0,3,0,0,0
104896,40,184,775,2.75,478,132,429,22.83,5,8,6,5,1,1,1
101773,43,75,450,3.64,418,535,314,15.35,19,6,5,8,1,0,1
105809,57,746,169,10.49,80,12,174,20.18,59,1,0,3,0,0,0
102299,71,118,102,7.8,32,29,153,14.49,76,2,2,2,0,0,0
101209,21,949,75,6.45,6,21,118,28.27,30,1,0,0,0,0,0
104918,63,440,189,9.43,109,0,82,10.63,20,2,0,0,0,0,0
104568,27,241,257,0.59,382,75,1546,10.54,4,7,6,4,0,0,1
103979,74,586,158,6.74,16,62,117,8.94,108,1,0,3,0,0,0
101251,44,196,193,2.82,181,293,1094,11.9,33,10,11,3,1,0,1
104601,74,306,10,3.41,63,1,63,28.95,139,0,2,0,1,0,0
103165,65,183,873,0.64,613,314,1023,10.82,13,9,3,10,0,0,1
105858,47,1051,33,4.6,91,40,63,7.8,58,0,2,1,0,0,0
104825,32,738,94,7.9,17,24,138,14.22,59,0,1,2,0,0,0
104230,32,120,142,3.88,362,35,429,14.24,10,4,6,10,0,0,1
100292,61,659,34,6.49,51,9,52,13.27,103,2,0,1,0,0,0
107224,25,180,862,1.03,645,186,221,6.98,48,5,9,8,1,1,1
101051,55,812,72,4.88,97,12,84,16.23,56,1,1,2,0,0,0
105410,72,734,121,7.9,109,32,6,12.37,70,1,1,2,1,0,0
103282,19,29,436,4.05,108,323,1180,17.9,51,9,7,4,0,1,1
100272,73,56,952,2.2,677,365,574,12.23,51,7,9,7,1,0,1
102042,47,1234,207,8.86,67,39,210,11.25,55,1,2,1,0,1,0
104307,72,996,181,11.1,101,60,86,21.6,143,0,1,0,0,0,0
102646,25,226,326,1.56,125,155,1194,8.49,32,8,6,5,0,0,1
105790,58,116,83,7.66,94,26,171,13.6,65,0,1,0,0,0,0
105555,51,1142,118,6.59,108,44,146,27.1,30,1,0,1,0,0,0
101086,70,26,692,1.95,658,435,1199,9.41,44,8,11,4,1,1,1
105599,22,159,200,2.53,302,359,1505,1.63,51,10,8,3,1,0,1
107611,19,148,557,3.36,694,30,1231,4.46,36,7,3,9,1,1,1
105547,69,293,64,7.2,10,53,118,1.18,148,1,0,0,0,0,0
107991,22,1146,75,5.25,96,17,285,9.41,38,1,1,3,0,0,0
103026,18,205,551,2.79,403,458,1466,0.96,20,6,8,11,1,1,1
103543,54,702,115,5.57,70,43,150,1.74,149,1,1,1,0,0,0
105086,49,1399,157,10.17,50,63,188,21.37,113,1,2,0,0,0,0
106222,55,1343,23,4.14,76,33,189,20.7,145,1,2,1,0,0,0
103341,38,959,56,2.08,19,38,161,15.87,44,1,2,3,0,0,0
102960,68,118,916,1.22,662,441,1506,4.05,4,8,3,4,1,1,1
102794,74,1407,21,7.37,40,19,234,14.0,51,2,2,2,0,0,0
104032,62,1019,214,6.86,94,68,104,12.72,146,1,2,0,0,0,0
100613,30,1388,7,2.44,110,53,104,23.38,80,2,1,1,0,0,0
105684,23,190,126,10.58,29,5,73,16.18,101,0,1,1,0,0,0
103783,28,785,184,11.79,67,15,217,16.92,144,2,0,0,0,0,0
103377,58,323,202,3.24,82,43,273,14.84,126,1,2,0,1,0,0
104471,74,104,296,1.57,377,295,1327,21.52,23,8,11,4,0,0,1
104685,31,111,559,1.49,248,461,1431,22.84,7,5,2,1,1,1,1
101748,58,662,183,2.98,112,8,206,2.54,73,1,1,0,0,0,0
107218,64,155,962,1.87,660,98,875,3.0,20,4,11,11,1,0,1
106126,50,611,37,10.79,29,41,120,28.45,146,1,2,1,1,0,0
103172,54,1191,209,3.59,82,46,93,3.32,125,1,0,3,0,0,0
103739,46,119,394,4.17,611,423,810,17.65,4,7,7,11,0,0,1
105001,72,278,115,9.8,99,48,279,3.91,41,1,2,3,0,0,0
103148,52,167,662,4.26,241,302,1024,23.29,54,8,8,6,0,1,1
104287,44,378,26,10.29,22,1,79,20.87,90,1,1,2,1,0,0
102154,24,162,170,8.63,30,34,222,22.72,118,0,1,2,0,0,0
101344,71,1,209,2.1,514,437,1442,1.61,46,11,7,10,1,0,1
107733,22,174,875,2.49,249,266,524,23.0,58,9,9,11,1,0,1
106013,23,924,23,2.24,5,28,145,8.05,104,0,2,3,0,0,0
107781,18,73,781,0.59,529,227,1522,2.62,17,6,6,4,1,1,1
100952,71,126,64,4.61,116,4,34,28.8,81,2,0,2,0,0,0
106900,53,180,163,2.91,566,299,1328,19.98,58,8,10,8,1,0,1
101504,69,232,500,4.02,172,549,1586,17.17,5,5,1,10,1,1,1
103309,63,528,86,4.46,6,41,111,18.34,114,0,0,2,1,0,0
107952,24,853,181,3.34,38,68,279,25.82,34,1,0,1,0,0,0
103076,70,228,714,4.2,94,210,1681,11.54,30,6,9,6,0,0,1
101121,63,294,159,4.13,104,23,65,1.0,101,1,1,2,0,0,0
104525,38,206,741,0.99,488,44,191,21.61,7,2,5,2,1,0,1
104819,50,566,147,10.07,54,56,46,26.81,144,1,1,1,0,1,0
104359,35,1341,61,9.95,53,30,212,18.57,84,0,0,3,0,0,0
103113,25,25,514,1.75,420,148,927,11.6,48,2,6,6,1,0,1
107517,36,1498,62,6.32,8,43,251,9.97,89,0,0,3,0,0,0
103053,22,1296,71,9.61,72,43,294,1.12,23,2,0,3,0,0,0
100416,72,14,622,3.29,443,148,1411,13.4,10,11,1,1,1,1,1
104741,44,1041,112,11.27,116,61,104,16.12,124,2,1,1,0,1,0
102431,47,561,194,10.19,94,68,280,6.58,128,1,1,2,0,0,0
102903,30,97,470,1.87,555,186,348,3.17,26,7,4,6,0,1,1
100564,33,872,28,11.6,113,16,139,18.91,118,0,2,3,0,0,0
102526,26,248,155,1.68,450,515,421,6.65,32,4,11,9,0,1,1
101224,25,76,193,2.71,664,131,1238,12.75,20,2,11,10,1,1,1
100142,48,935,20,6.11,61,62,160,6.64,149,2,2,2,0,0,0
101490,52,1278,72,9.5,55,27,198,27.47,49,0,2,3,1,0,0
106343,66,174,39,5.81,28,23,293,11.73,72,0,0,3,0,0,0
106721,64,255,4,6.7,55,29,266,21.24,135,0,2,3,0,1,0
102004,28,1033,128,9.74,35,31,259,6.68,76,1,0,2,0,0,0
101194,32,540,6,9.75,39,32,116,11.3,97,2,2,2,0,0,0
107600,51,59,920,3.97,81,50,611,19.08,46,4,3,1,1,1,1
102885,49,130,164,9.75,94,29,214,8.63,109,2,2,3,0,1,0
101756,65,1209,196,9.64,118,7,73,19.72,96,0,1,2,0,1,0
100497,49,1139,198,4.9,68,0,261,26.2,67,0,0,2,0,0,0
102868,73,228,149,10.84,80,13,259,18.01,141,2,2,1,1,0,0
107818,32,1402,61,7.37,60,27,77,15.28,23,0,0,3,1,0,0
100912,27,643,110,10.23,67,17,243,22.38,146,2,1,1,0,0,0
100721,21,563,144,11.51,67,34,275,1.26,27,1,1,2,0,0,0
105828,50,1185,12,5.13,79,17,236,9.82,56,0,1,3,0,0,0
107498,57,144,184,1.52,88,21,282,0.72,147,1,0,3,0,1,0
101496,26,302,23,11.2,118,1,87,1.13,130,2,0,0,0,0,0
103024,44,521,67,11.4,29,31,32,10.67,87,1,2,1,0,0,0
101520,24,486,182,11.23,51,6,146,3.14,74,2,2,1,0,1,0
105114,48,136,100,7.24,8,37,173,9.51,37,2,1,0,0,0,0
104292,28,355,31,7.54,66,42,131,11.95,84,2,2,0,0,0,0
103886,52,843,88,9.89,10,3,253,24.64,30,0,1,2,0,0,0
104923,29,992,168,7.1,43,66,169,18.23,32,0,1,1,0,0,0
106450,34,96,871,2.56,572,247,1606,19.02,6,7,9,9,0,1,1
100108,66,406,195,10.91,10,5,73,1.75,60,1,1,3,0,0,0
101754,71,22,914,4.15,373,404,599,21.77,8,7,4,11,0,0,1
106273,55,201,30,1.87,99,12,167,0.36,44,0,1,3,1,1,0
101351,60,697,136,4.92,64,3,176,21.56,106,0,0,3,0,0,0
106540,19,1404,171,11.82,52,45,190,25.13,51,0,2,2,0,0,0
105595,58,799,90,7.13,31,32,96,1.98,53,2,2,0,0,1,0
103504,51,1214,152,7.78,8,55,35,5.62,83,2,1,3,0,1,0
101973,70,107,152,2.11,308,214,979,4.22,23,3,6,11,1,1,1
100336,43,1409,50,8.58,110,66,12,4.72,46,0,1,1,0,0,0
106559,71,344,160,6.99,118,68,122,3.35,125,1,0,3,0,0,0
106829,52,209,683,3.98,442,61,315,11.73,15,3,10,3,0,1,1
103639,67,414,157,5.51,92,0,73,24.96,36,1,0,2,0,1,0
103017,33,1259,117,3.34,53,23,99,9.79,113,2,0,2,0,1,0
105689,73,217,418,1.74,527,120,1132,5.73,30,9,7,7,0,1,1
103315,69,219,168,3.14,58,9,81,14.73,139,1,2,2,0,0,0
100724,50,997,130,1.63,75,66,236,27.42,95,2,0,3,0,0,0
100765,68,521,136,1.59,4,64,73,12.35,137,1,0,3,0,0,0
104439,68,158,672,1.55,481,95,1408,22.92,14,2,9,10,1,1,1
105379,62,143,568,1.63,225,296,1144,20.6,34,4,8,11,0,1,1
104503,62,1383,62,6.21,6,40,9,27.28,37,1,2,1,1,0,0
100307,66,1412,164,11.62,53,57,288,16.38,102,1,2,1,0,0,0
101278,71,753,96,11.78,39,22,74,15.49,98,2,0,2,0,1,0
106973,66,196,209,1.15,669,376,269,3.12,42,8,10,2,1,1,1
103745,35,121,532,1.46,243,374,315,13.0,41,10,6,5,0,0,1
106234,38,404,206,11.32,18,52,229,29.58,117,2,1,0,0,0,0
104907,71,833,130,9.08,46,32,279,29.66,125,1,2,0,1,0,0
107255,73,442,175,4.64,37,16,203,12.76,50,2,0,2,0,0,0
101791,39,69,667,1.26,152,120,1349,18.45,18,7,3,2,1,1,1
104162,48,1005,22,3.38,105,25,273,24.95,86,0,1,1,0,0,0
107401,72,18,190,4.31,575,190,1409,16.49,19,9,1,9,0,1,1
